AN,DT_ACCDN,HR_ACCDN,JR_SEMN_ACCDN,ID_GR,NB_MORT_C,NB_BLESE_GRAVE_C,NB_BLESE_LEGER_C,NB_VICTIMES,NB_VEH_ACCDN_C,IN_ACCDN_CHMIN_PBL,CD_MUNCP,NO_ROUTE,BORNE_KM_ACCDN,CD_PNT_CDRNL_ROUTE,NO_CIVIQ_ACCDN,SFX_NO_CIVIQ_ACCDN,RUE_ACCDN,TP_REPRR_ACCDN,ACCDN_PRES_DE,CD_PNT_CDRNL_REPRR,NB_METRE_DIST_ACCD,CD_ASPCT_ROUTE,CD_CATEG_ROUTE,CD_CONFG_ROUTE,CD_ENVRN_ACCDN,CD_LOCLN_ACCDN,VITSS_AUTOR,CD_COND_METEO,CD_ECLRM,CD_ETAT_CHASS,CD_ETAT_SURFC,CD_POSI_ACCDN,CD_IMPAC_ACCDN,CYC_MORT,CYC_GRAVE,CYC_LEGER,CYC_TOTAL,TYP_VEH_1,TYP_VEH_2,TYP_VEH_3,TYP_VEH_4,TYP_VEH_5,TYP_VEH_6,TYP_VEH_7,TYP_VEH_8,TYP_VEH_9,MOUV_VEH_1,MOUV_VEH_2,MOUV_VEH_3,MOUV_VEH_4,MOUV_VEH_5,MOUV_VEH_6,MOUV_VEH_7,MOUV_VEH_8,MOUV_VEH_9,SIGN_VEH_1,SIGN_VEH_2,SIGN_VEH_3,SIGN_VEH_4,SIGN_VEH_5,SIGN_VEH_6,SIGN_VEH_7,SIGN_VEH_8,SIGN_VEH_9
2014,2014-07-26,16:12,SA,3,0,0,1,1,2,O,66023,,,,,,ST JEAN BAPTISTE,1,FORSYTH,E,30,11,13,2,2,33,50,11,1,2,11,06,27,0,0,1,1,76,61,,,,,,,,43,41,,,,,,,,31,31,,,,,,,
2014,2014-07-26,16:04,SA,3,0,0,1,1,2,O,65005,,,,,,DE GENES,1,STE ROSE,,,11,14,2,2,32,50,12,1,,11,,21,0,0,1,1,61,76,,,,,,,,41,41,,,,,,,,40,40,,,,,,,
2014,2014-07-26,10:38,SA,3,0,0,1,1,2,O,47017,,,,,,DRUMMOND,1,ST MICHEL,,,11,14,2,2,32,50,11,1,1,11,06,26,0,0,1,1,61,76,,,,,,,,44,41,,,,,,,,45,31,,,,,,,
2014,2014-07-26,14:00,SA,3,0,0,1,1,2,O,56083,,,,,,MOREAU,1,OMER MARCIL,,,11,13,2,3,32,50,11,1,1,11,07,21,0,0,1,1,61,76,,,,,,,,41,41,,,,,,,,37,33,,,,,,,
2014,2014-07-26,15:44,SA,3,0,0,1,1,2,O,23027,,,,,,LORTIE,1,STE ANNE,,,12,14,3,2,32,50,11,1,1,11,06,99,0,0,1,1,61,76,,,,,,,,41,41,,,,,,,,40,99,,,,,,,
2014,2014-07-26,18:50,SA,3,0,0,1,1,2,O,96025,,,N,00029,,DES PINS,,,,,11,14,2,2,,50,11,1,1,11,06,99,0,0,1,1,61,76,,,,,,,,52,ND,,,,,,,,31,ND,,,,,,,
2014,2014-07-27,13:50,DI,3,0,0,1,1,2,O,67020,,,,00007,,DU CALVADOS,1,CALVADOS ET CALVADOS P,,,11,14,2,2,32,30,11,1,1,11,06,99,0,0,1,1,61,76,,,,,,,,41,44,,,,,,,,31,31,,,,,,,
2014,2014-07-27,3:09,DI,3,0,0,1,1,2,O,36033,,,,,,,,,,,11,14,,2,33,50,11,,1,11,,99,0,0,1,1,61,76,,,,,,,,ND,ND,,,,,,,,ND,ND,,,,,,,
2014,2014-07-28,,LU,3,0,0,1,1,2,O,66023,,,,,,FERNAND GAUTHIER,1,PERRAS,,,11,14,4,2,33,50,14,1,2,12,06,21,0,0,1,1,61,76,,,,,,,,43,41,,,,,,,,40,31,,,,,,,
2014,2014-07-28,17:40,LU,3,0,0,1,1,2,O,37065,,,,,,BUREAU,1,BELLEFEUILLE,,,11,14,2,2,32,50,15,1,1,12,06,21,0,0,1,1,61,76,,,,,,,,45,41,,,,,,,,40,31,,,,,,,
2014,2014-07-28,18:20,LU,3,0,0,1,1,2,O,81017,,,S,,,PL SAMUEL DE CHAMPLAIN,1,BD DE LUCERNE,N,,11,13,3,2,32,50,11,1,1,11,06,28,0,0,1,1,61,76,,,,,,,,43,41,,,,,,,,37,37,,,,,,,
2014,2014-07-28,6:52,LU,3,0,0,1,1,2,O,56083,,,,,,RICHELIEU,1,ST JACQUES,,,11,13,2,,32,50,11,1,1,11,06,21,0,0,1,1,76,61,,,,,,,,41,41,,,,,,,,35,36,,,,,,,
2014,2014-07-28,16:32,LU,3,0,0,1,1,2,O,49058,,,,00313,,ST JEAN,,,,,11,14,2,3,33,50,14,1,1,12,06,99,0,0,1,1,61,76,,,,,,,,41,41,,,,,,,,31,ND,,,,,,,
2014,2014-07-29,10:21,MA,3,0,0,1,1,2,O,66075,,,,,,CAMBRIDGE,1,POIRIER,,50,,14,,2,,,11,1,,11,,99,0,0,1,1,ND,76,,,,,,,,ND,ND,,,,,,,,ND,ND,,,,,,,
2014,2014-07-29,16:10,MA,3,0,0,1,1,2,O,66023,,,,01588,,CARDINAL,,,,,11,14,1,2,33,40,11,1,,11,,27,0,0,1,1,61,76,,,,,,,,41,44,,,,,,,,31,31,,,,,,,
2014,2014-07-29,19:30,MA,3,0,0,1,1,2,O,66023,,,,,,VICTORIA ET 3E AV,1,,,,11,13,,2,32,50,11,1,1,11,,28,0,0,1,1,61,76,,,,,,,,43,41,,,,,,,,31,31,,,,,,,
2014,2014-07-29,18:55,MA,3,0,0,1,1,2,O,66023,,,,,,JEAN TALON,1,LACORDAIRE,,,11,13,4,3,32,50,11,2,1,11,06,99,0,0,1,1,61,76,,,,,,,,44,41,,,,,,,,33,33,,,,,,,
2014,2014-07-29,22:40,MA,3,0,0,1,1,2,O,66023,,,,,,HENRI BOURASSA,1,MARIEN,,1,11,14,3,4,32,,11,3,1,11,06,21,0,0,1,1,61,76,,,,,,,,41,41,,,,,,,,40,40,,,,,,,
2014,2014-07-29,20:20,MA,3,0,0,1,1,2,O,65005,,,,01310,,ANTONIO,1,BD DU SOUVENIR,S,500,11,14,1,2,34,50,11,2,1,11,06,21,0,0,1,1,61,76,,,,,,,,41,51,,,,,,,,31,31,,,,,,,
2014,2014-07-29,19:50,MA,2,0,1,0,1,2,O,37067,,,,,,CH DES PETITES TERRES,1,ENTR AUT 40 VERS E,,,11,11,3,4,32,70,11,1,1,11,06,26,0,1,0,1,61,76,,,,,,,,44,41,,,,,,,,31,31,,,,,,,
2014,2014-07-29,18:49,MA,3,0,0,2,2,3,O,58012,,,,,,PLAMONDON,1,SIMARD,,,11,13,2,2,32,50,11,1,1,11,05,99,0,0,2,2,61,76,76,,,,,,,43,41,43,,,,,,,34,34,34,,,,,,
2014,2014-07-29,18:05,MA,3,0,0,1,1,2,O,64008,,,,01595,,DE LACHENAIE,,,O,5,11,14,2,2,34,40,11,1,1,11,06,22,0,0,1,1,61,76,,,,,,,,41,44,,,,,,,,31,31,,,,,,,
2014,2014-07-29,6:15,MA,2,0,1,0,1,2,O,23027,,,,,,AV LAVIGERIE,1,AV SASSEVILLE,,,13,14,2,2,32,50,12,1,1,12,06,21,0,1,0,1,61,76,,,,,,,,41,41,,,,,,,,31,33,,,,,,,
2014,2014-07-29,11:10,MA,3,0,0,1,1,2,O,39062,,,,,,BOILY,1,VEZINA,,,11,14,3,2,32,50,11,1,,11,,99,0,0,1,1,61,76,,,,,,,,99,44,,,,,,,,40,31,,,,,,,
2014,2014-07-29,20:40,MA,3,0,0,1,1,2,O,71040,201,,,00044,,,,,,,13,12,2,3,34,50,12,2,1,11,06,37,0,0,1,1,61,76,,,,,,,,44,41,,,,,,,,31,31,,,,,,,
2014,2014-07-30,7:12,ME,2,0,1,0,1,2,O,66023,,,,,,FRONTENAC,1,RUELLE ONTARIO,E,,11,13,1,2,32,50,11,1,1,11,06,21,0,1,0,1,62,76,,,,,,,,41,41,,,,,,,,31,31,,,,,,,
2014,2014-07-30,16:07,ME,3,0,0,1,1,2,O,66023,,,,,,,,JARRY ET GARNIER,E,20,11,13,3,3,33,50,12,1,1,11,06,99,0,0,1,1,61,76,,,,,,,,41,41,,,,,,,,31,31,,,,,,,
2014,2014-07-30,11:56,ME,3,0,0,1,1,2,O,57020,,,,00125,,BELLA VISTA,1,DES HIRONDELLES,,,11,13,2,2,32,50,11,1,1,11,05,99,0,0,1,1,61,76,,,,,,,,44,41,,,,,,,,40,40,,,,,,,
2014,2014-07-30,17:30,ME,3,0,0,1,1,2,O,23027,,,,,,MCARTNEY,1,GD JEAN,,,11,13,2,2,32,,11,1,1,12,06,26,0,0,1,1,61,76,,,,,,,,44,ND,,,,,,,,33,33,,,,,,,
2014,2014-07-30,13:30,ME,3,0,0,1,1,2,O,19055,,,,,,RG RIV ETCHEMIN,,,,,11,12,2,5,32,80,11,1,1,11,05,21,0,0,1,1,61,76,,,,,,,,41,ND,,,,,,,,31,ND,,,,,,,
2014,2014-07-30,13:40,ME,3,0,0,1,1,2,O,10043,000,,,,,2E RUE E,2,AV BELZILE,,,11,14,3,2,32,50,12,1,1,11,06,21,0,0,1,1,61,76,,,,,,,,45,45,,,,,,,,40,40,,,,,,,
2014,2014-07-31,22:15,JE,3,0,0,1,1,2,O,66023,,,,,,LAURENTIEN,1,KELLER,,,11,13,4,3,32,50,12,3,1,11,06,99,0,0,1,1,61,76,,,,,,,,43,41,,,,,,,,33,39,,,,,,,
2014,2014-07-31,21:06,JE,3,0,0,1,1,2,O,66040,,,,,,CENTRALE,1,3E,,,11,14,2,3,32,,11,3,1,11,06,99,0,0,1,1,61,76,,,,,,,,43,ND,,,,,,,,31,ND,,,,,,,
2014,2014-07-31,14:00,JE,3,0,0,1,1,2,O,66023,,,,,,STEPHENS,1,BD CHAMPLAIN,S,15,11,14,3,2,32,40,14,1,1,12,06,21,0,0,1,1,61,76,,,,,,,,55,ND,,,,,,,,31,ND,,,,,,,
2014,2014-07-31,19:18,JE,3,0,0,1,1,2,O,58227,,,,,,CH CHAMBLY,1,WILSON,,,11,13,3,3,32,50,11,1,1,11,06,99,0,0,1,1,61,76,,,,,,,,44,ND,,,,,,,,31,31,,,,,,,
2014,2014-07-31,21:28,JE,3,0,0,1,1,2,O,75017,,,,,,PELLETIER,1,DES TILLEULS,,,11,14,2,2,32,50,11,3,1,11,06,24,0,0,1,1,61,76,,,,,,,,44,44,,,,,,,,40,31,,,,,,,
2014,2014-07-31,13:30,JE,3,0,0,1,1,2,O,60028,,,,00851,,DE LA PRESQU ILE,,,O,50,11,15,2,5,34,70,15,1,1,12,06,33,0,0,1,1,61,76,,,,,,,,41,41,,,,,,,,31,31,,,,,,,
2014,2014-07-31,17:44,JE,3,0,0,1,1,2,O,52080,,,,,,ST PIERRE,1,MONDAY,,,11,14,2,2,32,50,11,1,1,12,06,21,0,0,1,1,70,76,,,,,,,,41,41,,,,,,,,31,40,,,,,,,
2014,2014-07-31,18:23,JE,3,0,0,1,1,2,O,91035,,,E,,,CH DU QUAI,1,GIRARD,E,,11,14,2,2,32,50,11,1,1,11,06,99,0,0,1,1,61,76,,,,,,,,41,41,,,,,,,,40,31,,,,,,,
2014,2014-07-31,14:50,JE,3,0,0,1,1,2,O,13073,185,,,00121,,RTE 185,1,MTEE DU DETOUR,N,,11,12,2,5,34,70,12,1,2,11,07,35,0,0,1,1,76,63,,,,,,,,41,41,,,,,,,,31,31,,,,,,,
2014,2014-07-31,17:40,JE,3,0,0,1,1,2,N,17065,,,,01399,,RTE DE LA SEIGNEURIE,2,CAMPING DES AULNAIES TERRAIN 16L,,,11,,,7,99,,14,1,1,12,06,37,0,0,1,1,61,76,,,,,,,,41,41,,,,,,,,31,ND,,,,,,,
2014,2014-08-01,20:17,VE,3,0,0,1,1,2,O,66023,,,,,,CAVENDISH,1,MACKLE,E,,11,12,2,2,32,50,12,2,1,11,06,99,0,0,1,1,61,76,,,,,,,,44,41,,,,,,,,34,34,,,,,,,
2014,2014-08-01,10:05,VE,3,0,0,1,1,2,O,66023,,,,,,OGILVY,1,ACADIE BD,,,11,14,3,2,32,50,11,1,2,11,,21,0,0,1,1,61,76,,,,,,,,41,41,,,,,,,,31,31,,,,,,,
2014,2014-08-01,12:29,VE,3,0,0,1,1,2,O,65005,,,,00791,,BD SAMSON,2,PESANT,O,150,12,13,3,2,34,60,11,,1,11,06,21,0,0,1,1,61,76,,,,,,,,52,41,,,,,,,,31,31,,,,,,,
2014,2014-08-01,14:00,VE,3,0,0,1,1,2,O,23027,,,,,,Q BOURG ET W PELLETIER,,,,,13,13,3,3,,,12,1,1,11,,21,0,0,1,1,61,76,,,,,,,,ND,ND,,,,,,,,ND,ND,,,,,,,
2014,2014-08-01,14:10,VE,3,0,0,1,1,2,O,39062,,,,,,STAT FOISY,1,ST JEAN BATISTE,,,11,13,2,3,33,50,11,1,1,11,06,21,0,0,1,1,61,76,,,,,,,,45,41,,,,,,,,31,31,,,,,,,
2014,2014-08-01,10:15,VE,3,0,0,1,1,2,O,76020,148,,E,00520,,PRINCIPALE,1,WATER,,,11,12,5,3,32,50,12,1,1,11,06,21,0,0,1,1,61,76,,,,,,,,41,41,,,,,,,,31,31,,,,,,,
2014,2014-08-01,14:00,VE,3,0,0,1,1,2,O,97007,,,O,00701,,BD LAURE,,,,,11,12,4,3,33,50,11,1,1,11,07,21,0,0,1,1,76,69,,,,,,,,41,45,,,,,,,,99,31,,,,,,,
2014,2014-08-01,7:55,VE,3,0,0,1,1,2,O,10043,132,,O,,,BD DU RIVAGE,1,3E AV,,,11,12,4,2,32,70,11,1,1,11,06,99,0,0,1,1,76,61,,,,,,,,99,41,,,,,,,,34,34,,,,,,,
2014,2014-08-02,19:07,SA,3,0,0,1,1,2,O,66130,,,,,,ST CHARLES,1,GOUIN O,S,,11,13,3,2,32,50,11,1,1,11,06,26,0,0,1,1,76,61,,,,,,,,41,43,,,,,,,,40,40,,,,,,,
2014,2014-08-02,14:31,SA,3,0,0,1,1,2,O,43027,,,,,,BD MI VALLON,1,PAVILLON,,,11,14,2,2,32,30,11,1,1,11,06,99,0,0,1,1,61,76,,,,,,,,41,41,,,,,,,,31,40,,,,,,,
2014,2014-08-02,16:38,SA,3,0,0,1,1,2,O,56083,,,,,,ST LOUIS,1,BD SEMINAIRE N,,,11,13,3,3,32,50,12,1,1,11,06,21,0,0,1,1,61,76,,,,,,,,44,41,,,,,,,,37,99,,,,,,,
2014,2014-08-02,12:56,SA,3,0,0,1,1,2,O,75017,117,,,,,DE MONTIGNY,1,DURAND,,,12,12,3,3,32,50,11,1,1,11,06,26,0,0,1,1,61,76,,,,,,,,44,41,,,,,,,,34,34,,,,,,,
2014,2014-08-03,21:00,DI,3,0,0,1,1,2,O,66130,,,,,,DES CAGEUX,1,MELOCHE,,,11,14,2,7,32,,12,3,1,11,06,21,0,0,1,1,61,76,,,,,,,,41,41,,,,,,,,40,40,,,,,,,
2014,2014-08-03,19:00,DI,3,0,0,1,1,2,O,66023,,,,,,RENE LEVESQUE,1,PAPINEAU,S,,11,13,3,2,32,50,11,1,1,11,06,28,0,0,1,1,61,76,,,,,,,,43,41,,,,,,,,33,33,,,,,,,
2014,2014-08-03,3:50,DI,3,0,0,1,1,2,,66023,,,,,,ST LAURENT,1,DES PINS,,,11,13,2,3,32,50,11,3,1,11,06,99,0,0,1,1,61,76,,,,,,,,44,41,,,,,,,,37,34,,,,,,,
2014,2014-08-03,11:31,DI,3,0,0,1,1,2,O,82035,,,N,00794,,RIVERSIDE,1,CH BUNNSIDE,S,100,21,15,2,2,34,50,11,1,1,11,06,33,0,0,1,1,61,76,,,,,,,,41,41,,,,,,,,31,ND,,,,,,,
2014,2014-08-03,17:10,DI,3,0,0,1,1,2,O,58007,,,,,,AV AUGUSTE,1,ADAM,,,11,13,3,2,32,50,11,1,1,11,06,22,0,0,1,1,61,76,,,,,,,,44,99,,,,,,,,37,99,,,,,,,
2014,2014-08-03,2:02,DI,3,0,0,1,1,2,O,69037,201,,,02161,,,,,,,11,12,2,2,34,90,12,3,1,11,01,99,0,0,1,1,61,76,,,,,,,,41,99,,,,,,,,31,31,,,,,,,
2014,2014-08-03,20:30,DI,3,0,0,1,1,2,O,48028,116,,,,,,1,BOULAY ET DALPE,,,11,12,2,2,32,50,11,4,1,11,06,99,0,0,1,1,61,76,,,,,,,,45,ND,,,,,,,,40,ND,,,,,,,
2014,2014-08-03,12:32,DI,3,0,0,1,1,2,O,78120,,,,,,DE L EGLISE,1,DU PONT,,,13,14,2,2,32,50,11,1,1,11,06,26,0,0,1,1,76,61,,,,,,,,43,44,,,,,,,,31,31,,,,,,,
2014,2014-08-03,15:18,DI,3,0,0,1,1,2,O,51090,,,,00991,,CH ST THOMAS,,,,,11,14,2,2,32,50,12,1,1,11,06,99,0,0,1,1,61,76,,,,,,,,52,41,,,,,,,,31,31,,,,,,,
2014,2014-08-04,17:09,LU,3,0,0,1,1,2,O,66057,,,,,,ST ANTOINE,1,27E AV,,,11,14,2,2,32,50,11,1,1,11,06,99,0,0,1,1,61,76,,,,,,,,44,41,,,,,,,,40,40,,,,,,,
2014,2014-08-04,8:30,LU,3,0,0,1,1,2,O,65005,,,,06935,,N-D,1,LAVATERE,O,200,11,13,3,1,34,50,11,1,1,11,06,21,0,0,1,1,61,76,,,,,,,,41,41,,,,,,,,31,31,,,,,,,
2014,2014-08-04,19:47,LU,3,0,0,1,1,2,O,65005,,,,,,DE TILLY,1,DE TILLY,,,11,14,2,2,32,,12,1,1,11,06,99,0,0,1,1,61,76,,,,,,,,41,45,,,,,,,,31,40,,,,,,,
2014,2014-08-04,12:09,LU,3,0,0,1,1,2,O,45072,,,,,,SHERBROOKE,1,CENTRE,,,11,12,5,3,32,50,11,1,1,11,06,25,0,0,1,1,61,76,,,,,,,,42,99,,,,,,,,34,38,,,,,,,
2014,2014-08-04,17:27,LU,3,0,0,1,1,3,O,67030,,,,,,BD MARIE VICTORIN,1,BD DES ECLUSES,O,20,11,19,2,2,32,50,11,1,1,11,10,99,0,0,1,1,76,76,69,,,,,,,41,41,51,,,,,,,31,31,31,,,,,,
2014,2014-08-04,14:33,LU,3,0,0,1,1,2,,23027,,,,,,GD AL E ET GEORGE VI,1,,,,11,13,3,3,32,50,11,1,1,11,07,26,0,0,1,1,61,76,,,,,,,,44,41,,,,,,,,31,31,,,,,,,
2014,2014-08-04,14:50,LU,3,0,0,1,1,2,O,23027,,,,01317,,AV MAGUIRE,,,S,,11,13,2,3,,,11,1,1,11,06,33,0,0,1,1,76,61,,,,,,,,54,46,,,,,,,,31,31,,,,,,,
2014,2014-08-04,11:26,LU,3,0,0,1,1,2,O,70052,,,,,,DES CHEMINOTS,1,VIAU,,3,21,14,2,2,32,50,11,1,1,11,06,21,0,0,1,1,61,76,,,,,,,,41,ND,,,,,,,,31,ND,,,,,,,
2014,2014-08-04,21:10,LU,3,0,0,1,1,2,O,49058,122,,,01860,,RTE 122,1,BD ST CHARLES,E,50,11,12,2,3,33,70,11,3,1,11,05,99,0,0,1,1,61,76,,,,,,,,43,41,,,,,,,,31,31,,,,,,,
2014,2014-08-04,12:50,LU,3,0,0,1,1,2,O,39062,,,,,,PICHE,1,THIBODEAU,,,11,14,2,2,32,50,11,1,1,11,06,21,0,0,1,1,61,76,,,,,,,,41,41,,,,,,,,40,40,,,,,,,
2014,2014-08-04,13:40,LU,2,0,1,0,1,2,O,39062,,,,,,DEBIGARRE,1,DE LA GARE,,,11,13,5,3,32,50,11,1,1,11,05,21,0,1,0,1,61,76,,,,,,,,41,41,,,,,,,,31,99,,,,,,,
2014,2014-08-04,21:15,LU,3,0,0,1,1,2,O,79088,117,,,00111,,BD ALBINY PAQUETTE,,,,,11,12,3,3,34,70,11,2,1,11,09,99,0,0,1,1,61,76,,,,,,,,43,41,,,,,,,,31,31,,,,,,,
2014,2014-08-04,16:15,LU,3,0,0,1,1,2,O,34007,365,,S,,,,1,CH DU SITE,,,11,12,2,,32,70,11,1,1,11,06,28,0,0,1,1,61,76,,,,,,,,43,ND,,,,,,,,31,ND,,,,,,,
2014,2014-08-05,17:53,MA,3,0,0,1,1,2,O,37067,,,,,,STE ANGELE,1,ST MAURICE,,,11,13,1,3,32,50,11,1,1,11,06,21,0,0,1,1,61,76,,,,,,,,41,41,,,,,,,,37,33,,,,,,,
2014,2014-08-05,13:50,MA,3,0,0,1,1,2,O,58007,,,,,,TASCHEREAU,1,ROME,,,11,13,3,3,32,70,11,1,1,11,06,21,0,0,1,1,61,76,,,,,,,,41,41,,,,,,,,37,39,,,,,,,
2014,2014-08-05,13:48,MA,2,0,1,0,1,2,O,94068,,,,,,ST HUBERT,1,STE CECILE,,,11,13,2,3,32,50,11,1,1,11,06,21,0,1,0,1,61,76,,,,,,,,43,41,,,,,,,,40,31,,,,,,,
2014,2014-08-05,12:15,MA,3,0,0,1,1,2,O,64015,,,,,,BD MASCOUCHE,1,LAPOINTE,S,5,11,13,2,2,32,50,11,1,1,11,06,21,0,0,1,1,61,76,,,,,,,,41,41,,,,,,,,40,31,,,,,,,
2014,2014-08-05,16:00,MA,3,0,0,1,1,2,O,23027,,,,,,BAGOT,1,BAYARD,E,,11,14,1,2,32,50,11,1,1,11,06,21,0,0,1,1,76,ND,,,,,,,,41,41,,,,,,,,40,31,,,,,,,
2014,2014-08-06,13:55,ME,3,0,0,1,1,2,O,66023,,,,,,WOODLAND,1,LA VERENDRYE,,,11,13,3,3,32,40,11,1,1,11,06,37,0,0,1,1,61,76,,,,,,,,44,41,,,,,,,,37,37,,,,,,,
2014,2014-08-06,12:30,ME,3,0,0,1,1,2,O,66023,,,,,,ADAM,1,MORGAN,,,11,14,1,2,32,50,11,1,,11,,28,0,0,1,1,61,76,,,,,,,,43,ND,,,,,,,,40,ND,,,,,,,
2014,2014-08-06,17:10,ME,3,0,0,1,1,2,O,66023,,,,00000,,DULUTH E,1,ST HUBERT,,,11,14,1,2,32,50,11,1,1,11,06,21,0,0,1,1,61,76,,,,,,,,41,99,,,,,,,,37,33,,,,,,,
2014,2014-08-06,16:30,ME,3,0,0,1,1,2,O,56083,,,,00320,,JACQUES CARTIER S,1,BRAIS,O,100,11,14,2,2,,50,11,1,1,11,,21,0,0,1,1,61,76,,,,,,,,41,99,,,,,,,,31,31,,,,,,,
2014,2014-08-06,8:30,ME,3,0,0,1,1,2,O,75017,,,,00000,,CASTONGUAY,1,LAVIOLETTE,,,11,14,2,2,32,50,11,1,1,11,06,26,0,0,1,1,61,76,,,,,,,,44,41,,,,,,,,34,34,,,,,,,
2014,2014-08-06,18:59,ME,3,0,0,1,1,2,O,70052,,,,,,DES CHEMINOTS,1,VIAU,,,11,14,2,2,32,50,12,1,1,11,06,21,0,0,1,1,61,76,,,,,,,,41,47,,,,,,,,31,31,,,,,,,
2014,2014-08-06,18:02,ME,3,0,0,1,1,2,O,39062,,,,,,GIROUARD,1,CROCHETIERE,,1,14,14,2,2,34,50,11,1,1,11,05,21,0,0,1,1,61,76,,,,,,,,43,41,,,,,,,,40,31,,,,,,,
2014,2014-08-06,21:18,ME,3,0,0,1,1,2,O,88055,,,,00202,,1RE AV O,,,,,11,13,2,3,34,50,12,3,1,11,07,99,0,0,1,1,68,76,,,,,,,,44,41,,,,,,,,31,31,,,,,,,
2014,2014-08-06,17:43,ME,3,0,0,1,1,2,O,71083,020,,,,,BD HARWOOD,1,ST JEAN BAPTISTE,,,11,12,5,3,32,50,11,1,1,11,06,99,0,0,1,1,76,61,,,,,,,,41,45,,,,,,,,31,34,,,,,,,
2014,2014-08-06,10:54,ME,3,0,0,1,1,2,O,29073,271,,,,,49E RUE N,1,6E AV,,,13,12,2,4,32,50,11,1,1,11,06,99,0,0,1,1,61,76,,,,,,,,43,41,,,,,,,,40,31,,,,,,,
2014,2014-08-07,12:07,JE,3,0,0,1,1,2,O,66023,,,,00851,,DES MOULINS,,,,,11,13,1,3,32,50,11,1,1,11,06,39,0,0,1,1,63,76,,,,,,,,43,41,,,,,,,,31,31,,,,,,,
2014,2014-08-07,8:40,JE,3,0,0,1,1,2,O,66023,,,,,,DE CHATEAUBRIAND,1,JEAN TALON,O,,11,13,1,3,32,50,11,1,1,11,06,28,0,0,1,1,61,76,,,,,,,,43,41,,,,,,,,37,37,,,,,,,
2014,2014-08-07,20:30,JE,3,0,0,1,1,2,O,66023,,,,,,,1,HOTEL DE VILLE ET DULUTH,E,,11,14,1,3,32,50,11,3,1,11,06,99,0,0,1,1,61,76,,,,,,,,41,41,,,,,,,,40,31,,,,,,,
2014,2014-08-07,20:35,JE,3,0,0,1,1,2,O,66023,,,,,,BELANGER,1,VIAU,,,11,13,2,2,32,,11,3,1,11,06,26,0,0,1,1,76,61,,,,,,,,41,44,,,,,,,,34,34,,,,,,,
2014,2014-08-07,12:40,JE,3,0,0,1,1,2,O,65005,,,,,,BD LEVESQUE E,1,ROGER LORTIE,,,11,13,2,2,32,50,11,1,1,11,,21,0,0,1,1,61,76,,,,,,,,44,41,,,,,,,,40,99,,,,,,,
2014,2014-08-07,14:43,JE,3,0,0,1,1,2,O,67015,,,,,,TASCHEREAU,1,ERNEST ROCHETTE,,,11,13,3,3,33,50,11,1,1,11,06,37,0,0,1,1,61,76,,,,,,,,43,41,,,,,,,,40,31,,,,,,,
2014,2014-08-07,17:01,JE,3,0,0,1,1,2,,73015,,,,00031,,SEIGNEURIE E,,,S,,11,13,4,3,34,50,11,1,,11,,21,0,0,1,1,61,76,,,,,,,,49,99,,,,,,,,31,31,,,,,,,
2014,2014-08-07,15:25,JE,3,0,0,1,1,2,O,73005,,,,,,GDE AL,1,RIV CACHEE,N,,11,13,4,3,32,50,11,1,1,11,06,21,0,0,1,1,69,76,,,,,,,,41,41,,,,,,,,37,39,,,,,,,
2014,2014-08-07,13:20,JE,3,0,0,1,1,2,O,64015,,,,,,AV DE L ESPLANADE,1,MTEE MASSON,S,5,11,13,3,3,32,50,11,1,1,11,06,25,0,0,1,1,61,76,,,,,,,,42,41,,,,,,,,34,34,,,,,,,
2014,2014-08-07,21:23,JE,3,0,0,1,1,2,O,23027,,,,,,,1,HENRI BOURASSA ET 59E RUE E,O,5,13,13,3,3,32,50,11,3,1,11,06,21,0,0,1,1,61,76,,,,,,,,41,41,,,,,,,,40,31,,,,,,,
2014,2014-08-07,6:50,JE,3,0,0,1,1,2,O,23027,,,,,,LAPIERRE,1,SOMMELIERS,,,13,12,2,2,32,50,11,1,1,12,05,28,0,0,1,1,61,76,,,,,,,,43,41,,,,,,,,40,40,,,,,,,
2014,2014-08-07,19:15,JE,3,0,0,1,1,2,O,46080,,,,00801,,DU S,,,,,11,13,2,3,33,30,12,1,1,11,07,99,0,0,1,1,61,76,,,,,,,,45,41,,,,,,,,31,31,,,,,,,
2014,2014-08-07,20:20,JE,3,0,0,1,1,2,O,52007,138,,,,,N-D,1,ROBILLARD,,,11,12,2,2,32,50,12,1,1,11,06,99,0,0,1,1,61,76,,,,,,,,41,41,,,,,,,,40,31,,,,,,,
2014,2014-08-08,14:00,VE,3,0,0,1,1,2,O,66023,,,,01350,,DU FORT,2,IMMEUBLE,S,30,11,14,1,3,33,50,11,1,1,11,06,99,0,0,1,1,61,76,,,,,,,,41,41,,,,,,,,31,31,,,,,,,
2014,2014-08-08,0:21,VE,3,0,0,1,1,2,O,66035,,,,,,,1,PRES DE L INT,,5,11,13,2,3,32,40,11,3,1,11,07,99,0,0,1,1,61,76,,,,,,,,41,41,,,,,,,,40,40,,,,,,,
2014,2014-08-08,7:55,VE,3,0,0,1,1,2,O,66023,,,,01600,,ST URBAIN,,,S,20,13,13,1,3,34,50,11,1,1,11,07,28,0,0,1,1,76,61,,,,,,,,41,43,,,,,,,,31,31,,,,,,,
