AN,DT_ACCDN,HR_ACCDN,JR_SEMN_ACCDN,ID_GR,NB_MORT_C,NB_BLESE_GRAVE_C,NB_BLESE_LEGER_C,NB_VICTIMES,NB_VEH_ACCDN_C,IN_ACCDN_CHMIN_PBL,CD_MUNCP,NO_ROUTE,BORNE_KM_ACCDN,CD_PNT_CDRNL_ROUTE,NO_CIVIQ_ACCDN,SFX_NO_CIVIQ_ACCDN,RUE_ACCDN,TP_REPRR_ACCDN,ACCDN_PRES_DE,CD_PNT_CDRNL_REPRR,NB_METRE_DIST_ACCD,CD_ASPCT_ROUTE,CD_CATEG_ROUTE,CD_CONFG_ROUTE,CD_ENVRN_ACCDN,CD_LOCLN_ACCDN,VITSS_AUTOR,CD_COND_METEO,CD_ECLRM,CD_ETAT_CHASS,CD_ETAT_SURFC,CD_POSI_ACCDN,CD_IMPAC_ACCDN,CYC_MORT,CYC_GRAVE,CYC_LEGER,CYC_TOTAL,TYP_VEH_1,TYP_VEH_2,TYP_VEH_3,TYP_VEH_4,MOUV_VEH_1,MOUV_VEH_2,MOUV_VEH_3,MOUV_VEH_4,SIGN_VEH_1,SIGN_VEH_2,SIGN_VEH_3,SIGN_VEH_4
2013,2013-07-25,13:55,JE,3,0,0,1,1,2,O,94068,,,,,,BD SAGUENAY,1,BOURASSA,,,11,13,3,2,32,50,11,1,1,11,02,21,0,0,1,1,61,76,,,41,41,,,31,31,,
2013,2013-07-25,9:39,JE,3,0,0,1,1,2,O,75017,,,,,,JEAN BAPTISTE ROLLAND,1,GD HERON,,,11,14,3,3,32,,11,1,1,11,06,99,0,0,1,1,61,76,,,42,47,,,99,99,,
2013,2013-07-25,14:08,JE,3,0,0,1,1,2,O,23027,,,,,,ST AMBROISE,1,STE CATHERINE,,,11,14,3,2,32,50,11,1,1,11,06,21,0,0,1,1,61,76,,,41,41,,,40,40,,
2013,2013-07-25,11:20,JE,3,0,0,1,1,2,O,71133,325,,,00133,,ST PIERRE,2,DE LA BANQUE,,,11,12,2,3,32,50,11,1,1,11,06,21,0,0,1,1,76,61,,,41,41,,,40,31,,
2013,2013-07-25,17:15,JE,3,0,0,1,1,2,O,33060,,,,00137,,BD LAURIER,1,BD ST JOSEPH,E,5,11,13,3,3,32,50,11,1,1,11,06,99,0,0,1,1,61,76,,,43,99,,,31,31,,
2013,2013-07-26,8:25,VE,3,0,0,1,1,2,O,66023,,,,,,ST ANTOINE,1,18E AV,,,11,14,2,2,32,40,11,1,1,11,06,23,0,0,1,1,61,76,,,43,41,,,40,40,,
2013,2013-07-26,12:50,VE,3,0,0,1,1,2,O,66023,,,,,,STE CATHERINE,1,UNION,,,11,13,1,,32,50,11,1,1,11,06,99,0,0,1,1,76,61,,,41,46,,,33,33,,
2013,2013-07-26,1:00,VE,2,0,1,0,1,2,O,66023,,,,,,QUEEN MARY,1,VICTORIA,,,11,14,3,3,32,50,11,3,1,11,06,21,0,1,0,1,76,61,,,41,41,,,34,34,,
2013,2013-07-26,14:20,VE,3,0,0,4,4,3,O,66023,,,,,,ST URBAIN,1,DES PINS,,,13,13,1,3,32,50,11,1,1,11,05,33,0,0,1,1,61,61,76,,43,41,ND,,33,31,ND,
2013,2013-07-26,20:30,VE,3,0,0,1,1,2,O,66023,,,,,,MT ROYAL,1,RIVARD,,,11,13,2,3,32,50,11,3,1,11,06,99,0,0,1,1,61,76,,,44,41,,,37,33,,
2013,2013-07-26,9:35,VE,3,0,0,1,1,2,O,66023,,,,08441,,YVES PREVOST,,,,,11,13,4,2,33,50,11,1,1,11,05,36,0,0,1,1,61,76,,,54,55,,,31,31,,
2013,2013-07-26,15:10,VE,3,0,0,1,1,2,O,65005,,,,02999,,BD LE CORBUSIER,1,BD ST ELZEAR,S,60,11,19,3,4,33,50,11,1,1,11,05,99,0,0,1,1,61,76,,,43,41,,,31,31,,
2013,2013-07-26,14:45,VE,3,0,0,1,1,2,O,58227,,,,,,DESORMEAUX,1,TOULOUSE,O,,11,13,5,2,32,50,11,1,1,11,06,21,0,0,1,1,61,76,,,45,ND,,,40,99,,
2013,2013-07-26,15:30,VE,3,0,0,1,1,2,O,58033,,,,,,MONTARVILLE,1,CH DU TREMBLAY,S,200,11,13,,4,34,50,11,1,1,11,07,99,0,0,1,1,61,76,,,41,41,,,31,31,,
2013,2013-07-26,12:54,VE,3,0,0,1,1,2,O,56083,,,,,,CHAMPLAIN,1,ST PAUL,E,15,11,14,1,3,33,50,11,1,1,11,06,88,0,0,1,1,61,76,,,43,41,,,31,31,,
2013,2013-07-26,16:47,VE,2,0,1,0,1,2,O,23027,,,,,,STE MARGUERITE,1,DU PONT,O,,11,14,1,3,33,50,11,1,1,11,09,99,0,1,0,1,61,76,,,41,41,,,31,31,,
2013,2013-07-26,15:35,VE,3,0,0,1,1,2,O,23027,,,,00041,,ST LOUIS,,,,,11,14,1,3,33,50,11,1,1,11,06,99,0,0,1,1,61,76,,,55,41,,,31,31,,
2013,2013-07-26,17:35,VE,3,0,0,1,1,2,O,71083,,,,,,ST JEAN BAPTISTE,1,BD HARWOOD,,,11,14,1,2,32,50,11,1,,11,,21,0,0,1,1,61,76,,,41,41,,,ND,ND,,
2013,2013-07-27,12:00,SA,3,0,0,1,1,2,O,66023,,,,,,N-D,1,PIE IX,,,11,14,3,2,32,50,11,1,1,11,06,28,0,0,1,1,61,76,,,43,ND,,,33,ND,,
2013,2013-07-27,19:30,SA,3,0,0,1,1,2,O,66023,138,,,,,SHERBROOKE,1,VIAU,,,11,13,4,3,32,50,11,1,1,11,06,28,0,0,1,1,61,76,,,43,41,,,33,33,,
2013,2013-07-27,19:50,SA,3,0,0,1,1,2,,66023,,,,,,ST MICHEL,1,LAURIER,N,1,13,13,3,2,33,50,11,1,1,11,05,99,0,0,1,1,61,76,,,41,41,,,34,34,,
2013,2013-07-27,8:30,SA,3,0,0,1,1,2,O,47017,,,,00032,,JOSEPH DION,,,,,11,14,2,2,34,50,11,1,1,11,06,21,0,0,1,1,61,76,,,41,41,,,31,40,,
2013,2013-07-27,13:47,SA,3,0,0,1,1,2,O,81017,,,,,,BD DES ALLUMETTIERES,1,LAURIER,E,100,11,13,5,3,36,50,11,1,1,11,06,99,0,0,1,1,76,68,,,41,41,,,31,31,,
2013,2013-07-27,13:43,SA,2,0,1,0,1,2,O,58007,,,,,,MALO,1,MAURIAC,,,11,14,2,2,32,,11,1,1,11,06,21,0,1,0,1,61,76,,,46,41,,,40,40,,
2013,2013-07-27,16:18,SA,3,0,0,1,1,2,O,64008,344,,,,,ST LOUIS,1,ST JOSEPH,,,11,12,2,2,32,50,11,1,1,11,06,28,0,0,1,1,61,76,,,43,41,,,31,31,,
2013,2013-07-27,14:00,SA,3,0,0,1,1,2,O,23027,,,,,,POULIOT,1,QUATRE BOURGEOIS,,,11,13,3,3,32,50,11,1,1,11,05,21,0,0,1,1,61,76,,,42,41,,,40,31,,
2013,2013-07-27,16:00,SA,3,0,0,1,1,2,O,23027,,,,,,SEIGNEURIALE,1,MARIE CURRY,N,,11,12,2,3,32,50,11,1,1,11,05,22,0,0,1,1,61,76,,,43,41,,,40,31,,
2013,2013-07-27,11:10,SA,3,0,0,1,1,2,O,29073,173,,S,,,BD LACROIX,1,87E RUE,,,11,12,3,3,32,50,11,1,1,11,06,28,0,0,1,1,61,76,,,43,41,,,34,34,,
2013,2013-07-28,11:15,DI,3,0,0,1,1,2,O,66142,,,,00451,,DEVON,2,FACE A,,,11,14,2,2,32,50,11,1,1,11,06,21,0,0,1,1,61,76,,,41,44,,,40,31,,
2013,2013-07-28,13:35,DI,3,0,0,1,1,2,O,66023,,,,,,FIELDING,1,GD,,,11,14,2,2,32,,12,1,,11,,99,0,0,1,1,66,76,,,46,ND,,,33,ND,,
2013,2013-07-28,1:17,DI,3,0,0,1,1,2,O,66023,,,,,,MAISONNEUVE,1,ATWATER,S,,11,13,3,3,34,50,11,3,1,11,05,99,0,0,1,1,68,76,,,44,41,,,37,37,,
2013,2013-07-28,9:40,DI,2,0,1,0,1,3,O,66023,,,,,,BELLEVOIS,1,HENRI BOURASSA,,,11,13,1,2,32,,11,1,1,11,,99,0,1,0,1,61,76,61,,41,59,49,,34,99,ND,
2013,2013-07-28,23:23,DI,3,0,0,1,1,2,O,66023,,,,,,ST ZOTIQUE E,1,25E AV,,,11,14,2,2,32,40,12,3,1,11,06,26,0,0,1,1,61,76,,,44,41,,,31,31,,
2013,2013-07-28,14:55,DI,3,0,0,1,1,2,O,57005,112,,,,,PERIGNY,1,BOURGOGNE,,,14,12,3,3,32,50,12,1,1,11,06,26,0,0,1,1,61,76,,,44,41,,,33,33,,
2013,2013-07-29,10:50,LU,3,0,0,1,1,2,O,66023,,,,06107,,MONK,1,JOLICOEUR,N,20,11,13,2,3,33,40,11,1,1,11,06,99,0,0,1,1,61,76,,,ND,99,,,33,31,,
2013,2013-07-29,13:44,LU,3,0,0,1,1,2,O,66023,,,,,,ST LAURENT,,MOZART,,,11,13,1,3,32,50,12,1,1,12,06,26,0,0,1,1,76,61,,,41,44,,,ND,33,,
2013,2013-07-29,12:15,LU,3,0,0,1,1,2,O,66023,,,,,,MT ROYAL ET BERRI,,,,,11,,2,3,,,,,,,,33,0,0,1,1,ND,76,,,41,ND,,,ND,ND,,
2013,2013-07-29,16:50,LU,3,0,0,1,1,2,O,57005,,,,,,SALABERRY,1,LAPORTE,,,11,14,2,2,32,50,11,1,1,11,05,26,0,0,1,1,61,76,,,44,41,,,31,31,,
2013,2013-07-29,15:05,LU,3,0,0,1,1,2,N,99806,,,,,,NIIPSI PLAZA,,,,,11,21,2,3,99,,12,1,1,11,,99,0,0,1,1,61,76,,,41,ND,,,31,ND,,
2013,2013-07-29,9:00,LU,3,0,0,1,1,2,O,75017,,,,00826,,LAVIOLETTE,,,,,11,14,2,2,34,50,11,1,1,11,06,38,0,0,1,1,61,76,,,52,41,,,31,31,,
2013,2013-07-29,16:54,LU,3,0,0,1,1,2,O,60035,341,4.3,S,,,RTE 341 S,2,RTE 339,,,11,12,2,2,32,50,11,1,1,11,06,21,0,0,1,1,61,76,,,41,ND,,,ND,ND,,
2013,2013-07-30,6:45,MA,3,0,0,1,1,2,O,66023,,,,05038,,SHERBROOKE O FACE AU,,,,,11,13,3,3,34,50,11,1,1,11,06,33,0,0,1,1,76,61,,,ND,45,,,ND,31,,
2013,2013-07-30,18:25,MA,3,0,0,1,1,2,O,66023,,,,,,DU FORT,1,DE MAISONNEUVE,S,,11,14,1,2,32,40,11,1,1,11,,21,0,0,1,1,61,76,,,41,41,,,37,38,,
2013,2013-07-30,15:52,MA,2,0,1,1,2,2,O,66023,,,,02170,,PLESSIS,,,,,13,14,2,2,34,50,11,1,1,11,06,99,0,1,0,1,61,76,,,46,41,,,31,ND,,
2013,2013-07-30,14:55,MA,3,0,0,1,1,2,O,66025,,,,,,QUERBES,1,BD CREMAZIE,,,11,14,2,2,32,50,11,1,1,11,06,99,0,0,1,1,61,76,,,47,41,,,40,31,,
2013,2013-07-30,17:30,MA,3,0,0,1,1,2,O,66023,,,,,,RACHEL,1,BOURBONNIERE,,,11,14,3,2,32,50,11,1,1,11,06,26,0,0,1,1,61,76,,,44,ND,,,33,ND,,
2013,2013-07-30,8:15,MA,3,0,0,1,1,2,O,65005,,,,,,PATRIOTES,1,JE ME SOUVIENS,S,,14,14,3,2,32,50,11,1,1,11,,28,0,0,1,1,61,76,,,43,41,,,40,40,,
2013,2013-07-30,20:30,MA,3,0,0,1,1,2,O,65005,,,,02128,,VALLIERES,,,,,11,14,2,2,34,50,11,2,1,11,,99,0,0,1,1,76,61,,,41,49,,,31,31,,
2013,2013-07-30,13:10,MA,3,0,0,1,1,2,O,43027,,,,,,BD UNIVERSITE,1,MONGEON,,,11,14,2,3,32,50,12,1,1,11,06,21,0,0,1,1,61,76,,,45,ND,,,40,ND,,
2013,2013-07-30,15:04,MA,3,0,0,1,1,2,O,58227,,,,,,AUGUST,1,ARTHUR,O,,11,13,5,3,32,50,11,1,1,11,06,99,0,0,1,1,61,76,,,43,41,,,40,31,,
2013,2013-07-30,7:23,MA,3,0,0,1,1,2,O,75017,,,,,,10E RUE,1,34E AV,,,11,14,2,2,32,50,11,1,1,11,05,22,0,0,1,1,62,76,,,44,41,,,40,40,,
2013,2013-07-30,21:46,MA,3,0,0,1,1,2,O,60005,,,,00125,,CELINE DION,2,DEPANNEUR ULTRAMAR,,,11,13,5,3,33,50,11,3,1,11,06,99,0,0,1,1,61,76,,,43,41,,,31,31,,
2013,2013-07-30,12:50,MA,3,0,0,1,1,2,O,60028,344,,,,,BD ANGE GARDIEN,1,MEILLEUR,,,11,12,2,2,32,50,11,1,1,11,06,21,0,0,1,1,61,76,,,45,41,,,40,31,,
2013,2013-07-30,7:15,MA,3,0,0,1,1,2,O,23027,,,,,,CH STE FOY,1,DALQUIER,,,12,13,2,3,32,50,11,1,1,11,06,99,0,0,1,1,61,76,,,43,41,,,40,31,,
2013,2013-07-30,20:24,MA,3,0,0,1,1,2,O,03005,,,,00094,,JACQUES CARTIER,,,,,11,14,2,3,34,50,14,3,1,12,06,21,0,0,1,1,61,76,,,41,41,,,31,31,,
2013,2013-07-31,9:09,ME,3,0,0,1,1,2,O,66023,,,,,,ONTARIO,1,WOLFE,S,,11,13,2,2,32,,11,1,1,11,06,22,0,0,1,1,61,76,,,44,41,,,40,31,,
2013,2013-07-31,18:15,ME,3,0,0,1,1,2,O,66023,,,,02131,,CHAMPLAIN,1,ONTARIO,N,200,13,14,2,2,34,50,11,1,1,11,,28,0,0,1,1,61,76,,,43,41,,,31,31,,
2013,2013-07-31,10:06,ME,3,0,0,1,1,2,O,66025,,,,,,ALEXIS CARREL,1,RENE DESCARTES,,,11,14,2,2,32,40,11,1,1,11,06,21,0,0,1,1,61,76,,,41,41,,,40,40,,
2013,2013-07-31,11:41,ME,3,0,0,2,2,2,O,43027,,,,03129,,DELORME,,,E,,14,14,2,2,34,50,11,1,1,11,05,27,0,0,1,1,61,76,,,44,41,,,31,31,,
2013,2013-07-31,20:43,ME,3,0,0,1,1,2,O,43027,,,,00115,,GALT O,1,FEDERAL,,,13,14,3,2,32,50,11,,1,11,06,99,0,0,1,1,61,76,,,44,ND,,,31,ND,,
2013,2013-07-31,16:55,ME,3,0,0,2,2,2,O,58227,,,,,,GAETAN BOUCHER,1,DAVIS,,,11,13,3,2,32,50,11,1,1,11,06,99,0,0,1,1,61,76,,,41,41,,,34,34,,
2013,2013-07-31,10:49,ME,3,0,0,1,1,2,O,56085,,,,,,2E AV,1,1RE RUE,,,11,14,2,2,32,50,11,1,1,11,06,99,0,0,1,1,61,76,,,41,41,,,40,40,,
2013,2013-07-31,13:30,ME,3,0,0,1,1,2,O,56083,,,,00849,,PIERRE CAISSE,1,GD BERNIER,O,100,11,13,3,3,34,50,11,1,1,11,03,99,0,0,1,1,66,76,,,55,41,,,41,31,,
2013,2013-07-31,15:51,ME,3,0,0,1,1,2,O,23027,,,,00010,,DES CAPUCINS,,,,,11,13,3,3,32,50,11,1,1,11,06,21,0,0,1,1,61,76,,,41,41,,,38,39,,
2013,2013-07-31,14:24,ME,3,0,0,1,1,2,O,53052,,,,,,CHARLOTTE,1,ELISABETH,,,11,14,2,2,32,50,11,1,1,11,06,21,0,0,1,1,76,61,,,45,41,,,40,40,,
2013,2013-07-31,14:40,ME,3,0,0,2,2,2,O,99025,,,,,,2E RUE,1,4E AV,,,11,14,2,2,32,50,11,1,1,11,06,99,0,0,2,2,61,76,,,41,ND,,,40,ND,,
2013,2013-07-31,15:10,ME,3,0,0,2,2,2,O,34007,138,,,00097,,RTE 138,,,,,11,12,2,2,34,80,11,1,1,11,06,34,0,0,1,1,76,70,,,55,41,,,31,31,,
2013,2013-08-01,11:50,JE,3,0,0,1,1,2,O,66023,,,,,,BOCAGE,1,DE RIVOLI,,,11,14,1,2,34,40,12,1,1,11,06,22,0,0,1,1,61,76,,,44,41,,,40,40,,
2013,2013-08-01,14:06,JE,3,0,0,1,1,2,O,66023,,,,,,ONTARIO,1,FULLUM,,,11,13,2,3,32,50,15,1,1,12,,21,0,0,1,1,76,61,,,41,41,,,33,33,,
2013,2013-08-01,18:30,JE,3,0,0,1,1,2,O,66023,,,,,,FABRE,1,BELANGER,S,20,11,14,1,2,33,40,11,1,1,11,06,99,0,0,1,1,61,76,,,41,41,,,31,31,,
2013,2013-08-01,1:20,JE,3,0,0,1,1,2,O,66102,,,,02950,,ST CHARLES,2,EN FACE,E,,11,13,5,3,32,50,11,3,1,11,07,39,0,0,1,1,61,76,,,43,41,,,ND,ND,,
2013,2013-08-01,21:40,JE,3,0,0,1,1,2,O,58227,,,,,,,1,CURE POIRIER O ET BREBEUF,,,11,14,3,2,32,50,14,3,1,12,06,26,0,0,1,1,61,76,,,44,41,,,34,34,,
2013,2013-08-01,11:23,JE,3,0,0,1,1,2,O,56083,,,,,,,1,3E RG ET RTE 104,N,,11,12,2,5,32,50,11,1,1,11,06,22,0,0,1,1,61,76,,,44,41,,,36,36,,
2013,2013-08-01,19:53,JE,3,0,0,1,1,2,N,94068,,,,01111,,AV DU PORT,2,STAT,E,20,11,16,2,3,33,,12,1,1,11,07,35,0,0,1,1,61,76,,,41,41,,,31,31,,
2013,2013-08-01,17:30,JE,3,0,0,1,1,2,O,23027,,,,,,BD MASSON,1,PERE LELIEVRE,,,11,13,2,3,32,50,12,1,1,11,06,99,0,0,1,1,61,76,,,43,41,,,33,33,,
2013,2013-08-01,10:30,JE,3,0,0,1,1,2,O,36033,,,,,,6E AV,1,25E RUE,,,11,,1,3,32,50,11,1,1,11,06,21,0,0,1,1,61,76,,,41,41,,,40,40,,
2013,2013-08-01,14:45,JE,3,0,0,1,1,2,O,49058,,,,,,DES GD DUCS,1,BD LEMIRE,,,11,13,3,3,32,50,12,1,1,11,06,99,0,0,1,1,61,76,,,43,41,,,37,35,,
2013,2013-08-02,3:15,VE,3,0,0,1,1,2,O,66023,,,,,,RENE-LEVESQUE,1,STANLEY,,,11,13,3,3,33,,11,3,1,11,06,21,0,0,1,1,61,76,,,41,41,,,37,35,,
2013,2013-08-02,11:25,VE,3,0,0,1,1,2,O,66023,,,,00074,,FAIRMOUNT,1,ST URBAIN,,,11,13,2,3,33,40,11,1,1,11,06,99,0,0,1,1,61,76,,,51,41,,,31,31,,
2013,2013-08-02,8:44,VE,3,0,0,1,1,2,N,67015,134,,E,00975,,BD TASCHEREAU,2,STAT DU IGA,E,,11,21,2,3,40,,11,1,1,11,05,21,0,0,1,1,61,76,,,41,41,,,31,31,,
2013,2013-08-02,15:42,VE,3,0,0,1,1,2,O,94068,,,,,,ST DOMINIQUE,1,MGR BEGIN,,,11,13,2,2,32,,,1,1,11,05,21,0,0,1,1,61,76,,,41,41,,,31,99,,
2013,2013-08-02,10:13,VE,3,0,0,1,1,2,O,60028,341,,,,,,1,RTE 344,S,100,11,12,2,5,36,70,11,1,1,11,06,99,0,0,1,1,62,76,,,41,41,,,31,31,,
2013,2013-08-02,13:10,VE,3,0,0,1,1,2,O,23027,,,,,,ST JEAN,1,D YOUVILLE,,,13,13,1,3,32,50,12,1,1,11,06,21,0,0,1,1,61,76,,,41,41,,,33,34,,
2013,2013-08-02,17:50,VE,3,0,0,1,1,2,O,41038,108,,,,,PRINCIPALE E,1,BIBEAU,,,13,12,2,3,32,50,11,1,1,11,06,99,0,0,1,1,61,76,,,43,41,,,31,31,,
2013,2013-08-02,8:45,VE,3,0,0,1,1,2,O,30030,,,,,,MAISONNEUVE,1,LAURE,,,13,13,2,3,32,50,12,1,1,11,06,25,0,0,1,1,66,76,,,47,43,,,40,40,,
2013,2013-08-02,14:00,VE,2,0,1,0,1,2,O,88055,,,,00094,,PRINCIPALE S FACE,1,10E AV E,,50,11,13,5,3,34,50,12,1,1,11,06,99,0,1,0,1,61,76,,,41,99,,,31,31,,
2013,2013-08-02,16:06,VE,3,0,0,1,1,2,O,61005,,,,,,DES TOURELLES,1,BD INDUSTRIEL RTE 343,,,11,14,2,2,32,50,12,1,1,12,06,99,0,0,1,1,61,76,,,43,41,,,40,31,,
2013,2013-08-02,19:00,VE,3,0,0,1,1,2,O,72032,,,N,,,DU PAQUEBOT,1,DE LA GOELETTE,N,,11,14,2,2,32,30,11,1,1,11,07,99,0,0,1,1,61,76,,,44,ND,,,31,ND,,
2013,2013-08-03,16:05,SA,3,0,0,1,1,2,O,66023,,,,07890,,PAPINEAU,1,TILLEMONT,S,5,11,14,2,2,33,50,11,1,1,11,06,99,0,0,1,1,61,76,,,48,99,,,31,31,,
2013,2013-08-03,13:40,SA,3,0,0,1,1,2,O,66023,,,,,,MASSON,1,2E AV,,,11,13,2,3,32,50,11,1,1,11,06,99,0,0,1,1,61,76,,,47,41,,,31,31,,
2013,2013-08-03,10:57,SA,3,0,0,1,1,2,O,37067,,,,,,DE LA COMMUNE,1,ROYALE,,,11,13,1,3,31,50,11,1,1,11,06,21,0,0,1,1,61,76,,,43,ND,,,41,31,,
2013,2013-08-03,19:50,SA,3,0,0,1,1,2,O,81017,,,,00483,,TESSIER,1,GOUIN,N,40,11,14,2,2,33,40,11,1,1,11,06,99,0,0,1,1,76,61,,,41,41,,,ND,31,,
2013,2013-08-04,21:13,DI,3,0,0,1,1,2,O,66023,,,,,,RACHEL E,1,BOYER,,,11,13,2,3,32,50,11,2,1,11,06,26,0,0,1,1,61,76,,,43,41,,,31,31,,
2013,2013-08-04,18:10,DI,3,0,0,1,1,2,O,58227,,,,,,,1,BENOIT E ET LAVALLEE,,,11,14,2,2,32,,12,1,1,11,06,21,0,0,1,1,68,76,,,41,41,,,40,40,,
2013,2013-08-04,18:50,DI,3,0,0,1,1,2,O,57040,,,S,00789,,YVON L HEUREUX N,,,,,11,13,2,2,,50,11,1,1,11,05,21,0,0,1,1,61,76,,,43,41,,,31,31,,
2013,2013-08-04,21:30,DI,3,0,0,1,1,2,O,61040,343,,N,,,,1,DES COMMISSAIRES,,,11,12,2,3,32,50,12,3,1,11,07,21,0,0,1,1,62,76,,,45,41,,,40,31,,
2013,2013-08-04,17:18,DI,3,0,0,1,1,2,O,63055,,,,01310,,RG 4,,,,,21,15,2,5,34,70,11,1,1,11,06,37,0,0,1,1,61,76,,,41,41,,,31,31,,
2013,2013-08-04,16:10,DI,3,0,0,1,1,2,O,71083,,,,00070,,HARWOOD,1,ALLEN,,,11,12,5,3,32,50,12,1,1,11,07,99,0,0,1,1,61,76,,,43,41,,,ND,ND,,
2013,2013-08-05,20:57,LU,3,0,0,1,1,2,O,66023,,,,,,VERDUN,1,MANNING,,,11,14,2,2,32,40,12,4,1,11,06,26,0,0,1,1,61,76,,,44,41,,,31,31,,
2013,2013-08-05,17:00,LU,3,0,0,1,1,2,O,66023,,,,,,ESPLANADE,1,DE LIEGE,O,,11,14,3,2,32,40,11,1,1,11,06,21,0,0,1,1,61,76,,,45,45,,,40,40,,
2013,2013-08-05,12:30,LU,3,0,0,1,1,2,O,60013,,,E,,,N-D,1,BD BRIEN,,,11,13,3,3,32,50,11,1,1,11,06,26,0,0,1,1,61,76,,,44,41,,,34,34,,
2013,2013-08-05,14:25,LU,3,0,0,1,1,2,O,23027,,,,03400,,CHAUVEAU,2,PARC CHAUVEAU,,,13,14,2,1,99,50,11,1,1,11,05,27,0,0,1,1,61,76,,,44,41,,,31,31,,
2013,2013-08-05,20:17,LU,3,0,0,1,1,2,O,54048,116,,,,,BD LAURIER O,1,BOULLE,,,11,13,3,2,32,50,11,2,1,11,06,22,0,0,1,1,61,76,,,43,41,,,40,31,,
2013,2013-08-05,19:35,LU,3,0,0,1,1,2,O,49058,,,,,,DES PINS,1,DES MARGUERITES,,,11,13,3,2,32,50,11,1,1,11,06,99,0,0,1,1,68,76,,,45,41,,,40,40,,
2013,2013-08-05,15:30,LU,3,0,0,1,1,2,O,91042,,,,01110,,BD SACRE COEUR,,,,,11,13,2,3,99,50,11,1,1,11,05,99,0,0,1,1,61,76,,,41,44,,,31,31,,
2013,2013-08-06,17:35,MA,3,0,0,1,1,2,O,66023,,,,,,N-D,1,15E AV,,,11,13,2,3,32,40,11,1,1,11,06,21,0,0,1,1,61,76,,,41,41,,,40,40,,
2013,2013-08-06,16:35,MA,3,0,0,1,1,2,O,66023,,,,,,RENE LEVESQUE O,1,ST MATHIEU,,,11,13,3,3,32,50,11,1,1,11,06,33,0,0,1,1,68,76,,,41,41,,,34,34,,
2013,2013-08-06,18:48,MA,3,0,0,1,1,2,O,66023,,,,,,TRANS ISLAND,1,PLAMONDON,,,11,14,1,2,32,50,11,1,1,11,06,21,0,0,1,1,61,76,,,43,ND,,,40,31,,
2013,2013-08-06,20:20,MA,3,0,0,1,1,2,O,66023,,,,,,CHRISTOPHE COLOMB,1,JARRY E,N,,11,13,3,2,,,11,3,1,11,05,88,0,0,1,1,76,61,,,41,43,,,31,31,,
2013,2013-08-06,17:00,MA,3,0,0,1,1,2,O,66023,,,,,,BELANGER,1,ST LAURENT,,,11,13,1,3,32,50,11,1,1,11,06,99,0,0,1,1,61,76,,,43,41,,,34,34,,
2013,2013-08-06,16:05,MA,3,0,0,1,1,2,O,37067,138,,E,00193,,FUSEY,2,FACE A,,50,11,13,4,3,34,50,11,1,2,11,02,21,0,0,1,1,61,76,,,41,41,,,44,44,,
2013,2013-08-06,12:40,MA,1,1,0,0,1,2,O,59025,132,,,00943,,MARIE VICTORIN,1,CHICOINE LAROSE,O,400,21,12,2,5,34,70,11,1,1,11,06,33,1,0,0,1,66,76,,,41,99,,,99,31,,
2013,2013-08-06,17:00,MA,3,0,0,1,1,2,O,64008,337,,,,,BD LAURIER,1,CH STE CLAIRE,,,11,12,2,3,32,70,11,1,1,11,06,27,0,0,1,1,61,76,,,41,99,,,31,31,,
2013,2013-08-06,14:45,MA,3,0,0,1,1,2,O,78102,,,,,,MTE REGAN,2,PISTE PTIT TRAIN DU NORD,N,100,11,13,2,5,99,90,11,1,1,11,05,27,0,0,1,1,76,61,,,55,41,,,31,31,,
2013,2013-08-06,17:01,MA,2,0,1,0,1,2,O,70052,,,,,,COUSINEAU,1,AV GDE ILE,,2,11,14,2,2,33,50,11,1,1,11,06,21,0,1,0,1,61,76,,,41,99,,,40,99,,
2013,2013-08-06,8:20,MA,3,0,0,1,1,2,O,07047,132,,,00002,,ST BENOIS O,,,,,11,12,3,3,34,50,11,1,1,11,06,21,0,0,1,1,61,76,,,41,99,,,31,31,,
2013,2013-08-06,7:00,MA,3,0,0,1,1,2,N,06050,,,N,,,RG ST BENOIT,,,,,11,15,2,5,34,80,11,1,1,12,06,33,0,0,1,1,61,76,,,41,41,,,31,ND,,
2013,2013-08-06,15:24,MA,3,0,0,1,1,2,O,77050,,,,,,CH DU VILLAGE,1,GROULX,,,14,12,2,2,32,50,11,1,1,11,06,22,0,0,1,1,76,61,,,41,44,,,31,40,,
2013,2013-08-07,16:00,ME,3,0,0,1,1,2,O,66023,,,,03453,,PEEL,1,SHERBROOKE O,N,100,13,19,2,3,34,50,11,1,1,11,06,99,0,0,1,1,76,61,,,41,44,,,31,31,,
2013,2013-08-07,15:24,ME,3,0,0,1,1,2,O,66023,,,,,,PRIEUR,1,GARNIER,,,11,14,2,2,32,40,11,1,1,11,06,21,0,0,1,1,61,76,,,41,41,,,40,40,,
2013,2013-08-07,18:05,ME,3,0,0,1,1,2,O,66025,,,,,,RACHEL,1,DE LA ROCHE,,,11,13,2,2,32,50,11,1,,11,,99,0,0,1,1,61,76,,,43,41,,,33,33,,
2013,2013-08-07,19:21,ME,3,0,0,1,1,2,O,66023,,,,,,RACHEL,1,PAPINEAU,,,11,12,2,2,32,50,11,2,1,11,05,99,0,0,1,1,61,76,,,43,41,,,33,33,,
