AN,DT_ACCDN,HR_ACCDN,JR_SEMN_ACCDN,ID_GR,NB_MORT_C,NB_BLESE_GRAVE_C,NB_BLESE_LEGER_C,NB_VICTIMES,NB_VEH_ACCDN_C,IN_ACCDN_CHMIN_PBL,CD_MUNCP,NO_ROUTE,BORNE_KM_ACCDN,CD_PNT_CDRNL_ROUTE,NO_CIVIQ_ACCDN,SFX_NO_CIVIQ_ACCDN,RUE_ACCDN,TP_REPRR_ACCDN,ACCDN_PRES_DE,CD_PNT_CDRNL_REPRR,NB_METRE_DIST_ACCD,CD_ASPCT_ROUTE,CD_CATEG_ROUTE,CD_CONFG_ROUTE,CD_ENVRN_ACCDN,CD_LOCLN_ACCDN,VITSS_AUTOR,CD_COND_METEO,CD_ECLRM,CD_ETAT_CHASS,CD_ETAT_SURFC,CD_POSI_ACCDN,CD_IMPAC_ACCDN,CYC_MORT,CYC_GRAVE,CYC_LEGER,CYC_TOTAL,TYP_VEH_1,TYP_VEH_2,TYP_VEH_3,TYP_VEH_4,TYP_VEH_5,TYP_VEH_6,TYP_VEH_7,TYP_VEH_8,MOUV_VEH_1,MOUV_VEH_2,MOUV_VEH_3,MOUV_VEH_4,MOUV_VEH_5,MOUV_VEH_6,MOUV_VEH_7,MOUV_VEH_8,SIGN_VEH_1,SIGN_VEH_2,SIGN_VEH_3,SIGN_VEH_4,SIGN_VEH_5,SIGN_VEH_6,SIGN_VEH_7,SIGN_VEH_8
2012,2012-07-27,11:00,VE,3,0,0,1,1,2,O,23027,,,,,,SOUMANDE,1,DE L EXPOSITION,,,11,13,3,3,32,50,11,1,1,11,07,21,0,0,1,1,61,76,,,,,,,41,44,,,,,,,34,34,,,,,,
2012,2012-07-27,15:00,VE,3,0,0,1,1,2,O,53052,,,,05970,,CH ST ROCH,,,,,11,12,1,3,34,50,11,1,1,11,07,99,0,0,1,1,70,76,,,,,,,43,41,,,,,,,31,31,,,,,,
2012,2012-07-27,17:15,VE,3,0,0,1,1,2,O,71105,,,,,,COTE ST CHARLES,1,CH ST LOUIS,S,100,13,13,2,,33,70,11,1,1,11,05,39,0,0,1,1,61,76,,,,,,,43,41,,,,,,,31,31,,,,,,
2012,2012-07-27,14:18,VE,3,0,0,1,1,2,O,93012,,,,,,ST ANDRE,1,ST GEORGES,,,11,15,9,3,31,50,11,1,2,11,06,99,0,0,1,1,61,76,,,,,,,44,41,,,,,,,31,31,,,,,,
2012,2012-07-28,15:40,SA,3,0,0,1,1,2,O,66023,,,,07427,,NEWMAN,,,,,11,13,3,3,32,,11,1,1,11,06,99,0,0,1,1,61,76,,,,,,,43,41,,,,,,,33,33,,,,,,
2012,2012-07-28,17:45,SA,3,0,0,1,1,2,O,66023,,,,,,,1,MAISONEUVE O ET METCALFE,,,,13,1,3,32,,,1,,,,26,0,0,1,1,61,76,,,,,,,44,41,,,,,,,ND,ND,,,,,,
2012,2012-07-28,14:00,SA,3,0,0,1,1,2,O,66023,,,,00002,,BELLECHASSE,,,,,11,13,2,3,33,50,11,1,1,11,09,99,0,0,1,1,76,61,,,,,,,41,44,,,,,,,31,31,,,,,,
2012,2012-07-28,17:04,SA,3,0,0,1,1,2,O,37067,,,,,,6E RUE,1,HETU,,,11,14,2,2,32,50,11,1,1,11,06,27,0,0,1,1,61,76,,,,,,,44,41,,,,,,,31,31,,,,,,
2012,2012-07-28,12:09,SA,3,0,0,1,1,2,O,94068,,,,03467,,BD ST JEAN BAPTISTE,2,FACE,,,11,12,2,5,34,90,11,1,1,11,07,99,0,0,1,1,61,76,,,,,,,44,41,,,,,,,31,31,,,,,,
2012,2012-07-28,21:55,SA,3,0,0,1,1,2,O,94068,,,,,,MALTAIS,1,KEROUACK,,,11,14,2,2,32,50,11,3,1,11,07,37,0,0,1,1,61,76,,,,,,,41,41,,,,,,,40,ND,,,,,,
2012,2012-07-28,16:10,SA,3,0,0,1,1,2,O,72005,,,,00555,,AV MATHERS,1,25E AV,E,950,11,13,2,3,34,50,11,1,1,11,06,22,0,0,1,1,ND,76,,,,,,,41,44,,,,,,,ND,31,,,,,,
2012,2012-07-28,16:54,SA,3,0,0,1,1,2,O,23027,,,,,,CHAREST O,1,MONTMAGNY,,,11,13,3,2,32,50,11,1,1,11,06,99,0,0,1,1,61,76,,,,,,,43,41,,,,,,,38,38,,,,,,
2012,2012-07-28,21:30,SA,3,0,0,1,1,2,O,23027,,,,,,AV PLANTE,,BLOUIN,,,14,14,2,2,32,50,11,3,,11,,21,0,0,1,1,61,76,,,,,,,41,41,,,,,,,40,40,,,,,,
2012,2012-07-28,17:25,SA,3,0,0,1,1,2,O,55048,,,S,00828,,OUELLETTE,,,,,11,14,2,2,32,50,11,1,1,11,06,23,0,0,1,1,61,76,,,,,,,43,41,,,,,,,31,40,,,,,,
2012,2012-07-28,13:05,SA,3,0,0,1,1,2,O,70052,201,,,,,BD MGR LANGLOIS,1,MADEN,S,50,11,12,3,3,33,50,11,1,1,11,07,99,0,0,1,1,61,76,,,,,,,45,41,,,,,,,31,31,,,,,,
2012,2012-07-29,18:00,DI,3,0,0,1,1,2,N,66023,,,,08760,,BD LASALLE,2,STAT,,,11,21,9,3,32,30,11,1,1,11,05,99,0,0,1,1,61,76,,,,,,,46,41,,,,,,,31,40,,,,,,
2012,2012-07-29,15:13,DI,3,0,0,1,1,2,O,66023,,,,,,ST CHARLES,1,CHARLEVOIX,E,,11,14,1,2,32,40,11,1,1,11,06,21,0,0,1,1,61,76,,,,,,,43,41,,,,,,,40,31,,,,,,
2012,2012-07-29,2:25,DI,3,0,0,1,1,2,O,66023,,,,,,COTE DES NEIGES,1,RIV DES PINS,N,15,22,13,1,2,33,50,11,3,,11,,32,0,0,1,1,68,76,,,,,,,41,41,,,,,,,41,31,,,,,,
2012,2012-07-29,0:15,DI,3,0,0,1,1,2,O,73005,,,,,,CURE BOIVIN,1,6E AV,,,14,14,2,2,32,,11,3,1,11,06,24,0,0,1,1,61,76,,,,,,,44,41,,,,,,,40,40,,,,,,
2012,2012-07-29,13:49,DI,3,0,0,1,1,2,O,73030,344,,,00421,,BD ADOLPHE CHAPLEAU,,,,,11,12,2,3,33,50,11,1,1,11,09,21,0,0,1,1,61,76,,,,,,,41,41,,,,,,,31,31,,,,,,
2012,2012-07-29,17:08,DI,3,0,0,1,1,2,O,20020,368,,,01217,,CH ROYAL,,,,,11,12,2,2,34,50,11,1,1,11,06,99,0,0,1,1,61,76,,,,,,,41,41,,,,,,,31,31,,,,,,
2012,2012-07-30,15:54,LU,3,0,0,1,1,2,O,66023,,,,,,BORD DU LAC,1,WILSON,S,5,21,15,4,5,32,50,11,1,1,11,06,99,0,0,1,1,61,76,,,,,,,44,ND,,,,,,,40,ND,,,,,,
2012,2012-07-30,13:18,LU,3,0,0,1,1,2,O,66023,,,,,,ST DENIS,1,SAUVE,N,,11,13,3,1,32,50,11,1,,11,,99,0,0,1,1,61,76,,,,,,,44,41,,,,,,,40,31,,,,,,
2012,2012-07-30,16:30,LU,3,0,0,1,1,2,O,65005,,,,00039,,ST LUC,,,,,11,14,2,2,34,,11,1,1,11,06,33,0,0,1,1,61,76,,,,,,,46,41,,,,,,,31,31,,,,,,
2012,2012-07-30,11:20,LU,3,0,0,1,1,2,O,25213,175,,,,,AV DES EGLISES,1,STIE 314 N,,,11,12,3,3,32,50,11,1,1,11,06,21,0,0,1,1,61,76,,,,,,,ND,ND,,,,,,,ND,ND,,,,,,
2012,2012-07-30,17:00,LU,3,0,0,1,1,2,O,25213,,,,00120,,AV ST AUGUSTIN,,,,,21,13,2,5,34,70,11,1,1,11,06,21,0,0,1,1,61,76,,,,,,,41,99,,,,,,,31,31,,,,,,
2012,2012-07-30,14:49,LU,3,0,0,1,1,3,O,37067,,,,01400,,STE MARGUERITE,1,PLOUFFE,N,150,11,13,2,3,33,50,11,1,1,11,06,21,0,0,1,1,61,61,76,,,,,,45,41,41,,,,,,31,31,31,,,,,
2012,2012-07-30,12:45,LU,3,0,0,1,1,2,O,46078,241,,E,01357,101,SHEFFORD,,,,,11,12,2,3,34,90,11,1,1,11,06,28,0,0,1,1,61,76,,,,,,,43,41,,,,,,,31,31,,,,,,
2012,2012-07-30,21:45,LU,2,0,1,0,1,2,O,57005,,,,,,BOURGOGNE,1,MARTEL,,15,11,13,2,,33,50,11,3,1,11,07,99,0,1,0,1,61,76,,,,,,,41,41,,,,,,,31,31,,,,,,
2012,2012-07-30,16:56,LU,3,0,0,1,1,2,O,61035,,,,,,DES PINS,1,DE L ENTENTE,,,11,14,2,2,32,50,11,1,1,11,06,21,0,0,1,1,61,76,,,,,,,45,41,,,,,,,31,31,,,,,,
2012,2012-07-30,16:49,LU,3,0,0,1,1,2,O,93045,172,,E,,,,1,RTE 169,E,2000,12,12,3,5,34,90,11,1,1,11,07,99,0,0,1,1,61,76,,,,,,,41,41,,,,,,,31,31,,,,,,
2012,2012-07-30,16:20,LU,3,0,0,1,1,2,O,10043,132,,,00694,,BD DU RIVAGE,,,,,11,13,3,2,34,70,11,1,1,11,02,21,0,0,1,1,61,76,,,,,,,41,45,,,,,,,31,31,,,,,,
2012,2012-07-31,20:15,MA,3,0,0,1,1,2,O,66142,,,,,,DE SALABERRY,1,MONTEVISTA,,,11,13,3,2,32,50,12,2,1,11,06,21,0,0,1,1,61,76,,,,,,,46,45,,,,,,,40,40,,,,,,
2012,2012-07-31,16:00,MA,3,0,0,1,1,2,O,66023,,,,,,ESTHER BLONDIN,1,PROVOST,N,200,13,13,3,3,34,50,11,1,1,11,06,33,0,0,1,1,61,76,,,,,,,47,41,,,,,,,40,31,,,,,,
2012,2012-07-31,16:59,MA,3,0,0,1,1,2,O,66023,,,,,,CENTRALE,1,75E AV,,,11,14,2,2,32,,11,1,1,11,06,99,0,0,1,1,61,76,,,,,,,41,41,,,,,,,31,31,,,,,,
2012,2012-07-31,18:55,MA,3,0,0,1,1,2,O,66023,,,,01196,,CAMILLIEN HOUDE,,,,,13,13,2,7,33,,11,1,1,11,06,99,0,0,1,1,61,76,,,,,,,51,41,,,,,,,40,31,,,,,,
2012,2012-07-31,17:15,MA,3,0,0,1,1,2,O,66023,,,,,,SHERBROOKE,1,CITY CONCILLOR,,,11,13,3,3,32,50,11,1,1,11,06,26,0,0,1,1,61,76,,,,,,,44,41,,,,,,,33,33,,,,,,
2012,2012-07-31,22:55,MA,3,0,0,1,1,2,,66023,,,,,,MCGILL,1,MARGUERITE D YOUVILLE,,,11,13,2,3,34,,11,3,1,11,06,26,0,0,1,1,61,76,,,,,,,44,41,,,,,,,31,31,,,,,,
2012,2012-07-31,8:20,MA,3,0,0,1,1,2,O,66023,,,,01900,,DICKSON,,,,,11,13,5,4,34,50,11,1,1,11,09,21,0,0,1,1,61,76,,,,,,,99,41,,,,,,,31,31,,,,,,
2012,2012-07-31,8:40,MA,3,0,0,1,1,2,O,65005,,,,,,SAMSON,,CHERBOURG,,,11,13,3,2,32,50,11,1,1,11,06,25,0,0,1,1,61,76,,,,,,,43,41,,,,,,,40,31,,,,,,
2012,2012-07-31,13:05,MA,3,0,0,1,1,2,O,59020,,,,03220,,RENE GAULTIER,2,DALPE,E,100,11,13,5,3,34,50,11,1,1,11,06,23,0,0,1,1,61,76,,,,,,,43,41,,,,,,,31,31,,,,,,
2012,2012-07-31,9:55,MA,3,0,0,1,1,2,O,72025,344,,,,,CH OKA,2,PRINCIPALE,O,10,11,12,2,3,33,50,11,1,1,11,06,37,0,0,1,1,61,76,,,,,,,41,41,,,,,,,31,31,,,,,,
2012,2012-07-31,17:26,MA,3,0,0,1,1,2,O,23027,,,,01495,,ANNE HEBERT,,,,,11,14,2,2,34,50,11,1,1,11,06,23,0,0,1,1,68,76,,,,,,,41,ND,,,,,,,31,ND,,,,,,
2012,2012-07-31,16:30,MA,3,0,0,1,1,2,O,14085,,,,,,DES PRUNIERS,2,STAT 615 DU VERGER STIE DU,,,11,14,2,2,33,50,11,1,1,11,06,21,0,0,1,1,76,61,,,,,,,41,41,,,,,,,31,31,,,,,,
2012,2012-08-01,20:13,ME,3,0,0,1,1,2,O,66023,,,,,,PIERREFONDS,1,FREDMIR,,,11,14,2,3,32,50,11,3,1,11,05,28,0,0,1,1,61,76,,,,,,,41,41,,,,,,,33,33,,,,,,
2012,2012-08-01,9:10,ME,3,0,0,1,1,2,O,66023,,,,,,ST REMI,1,STE MARIE,,,11,14,2,2,32,,11,1,1,11,06,99,0,0,1,1,62,76,,,,,,,52,41,,,,,,,40,31,,,,,,
2012,2012-08-01,12:00,ME,3,0,0,1,1,2,O,66023,,,,,,,,,,,11,14,2,3,34,50,11,1,1,11,07,34,0,0,1,1,61,76,,,,,,,54,41,,,,,,,31,31,,,,,,
2012,2012-08-01,10:40,ME,3,0,0,1,1,2,O,66023,,,,,,,1,RENE LEVESQUE O,,,11,14,3,3,32,50,11,1,1,11,06,99,0,0,1,1,76,61,,,,,,,44,41,,,,,,,37,37,,,,,,
2012,2012-08-01,21:40,ME,3,0,0,1,1,2,O,66023,,,,,,SHERBROOKE O,1,MACKAY,,,11,13,3,3,32,50,11,3,1,12,06,99,0,0,1,1,76,61,,,,,,,41,52,,,,,,,31,31,,,,,,
2012,2012-08-01,3:15,ME,3,0,0,1,1,2,O,66023,,,,,,ST HUBERT,1,ONTARIO,,,11,14,2,2,32,,11,3,1,11,06,33,0,0,1,1,61,76,,,,,,,41,ND,,,,,,,33,ND,,,,,,
2012,2012-08-01,18:00,ME,3,0,0,1,1,2,O,66023,,,,,,DE ROUEN,1,CHAMBLY,,,13,14,1,2,32,40,11,1,1,11,06,21,0,0,1,1,61,76,,,,,,,45,41,,,,,,,40,31,,,,,,
2012,2012-08-01,19:25,ME,3,0,0,1,1,2,O,66023,,,,,,,,,,,11,14,1,2,32,50,11,1,1,11,,99,0,0,1,1,61,76,,,,,,,41,41,,,,,,,37,35,,,,,,
2012,2012-08-01,16:18,ME,3,0,0,1,1,2,O,65005,,,,,,BD LAVAL,1,CH DU TRAIT CARRE,,,11,13,4,2,32,50,11,1,1,11,06,21,0,0,1,1,61,76,,,,,,,41,41,,,,,,,31,40,,,,,,
2012,2012-08-01,17:40,ME,3,0,0,1,1,2,O,65005,,,,,,,1,LEVESQUE E ET ROGER LORTIE,O,,11,13,3,5,32,50,11,1,1,11,06,21,0,0,1,1,61,76,,,,,,,45,45,,,,,,,40,40,,,,,,
2012,2012-08-01,20:33,ME,3,0,0,1,1,2,O,65005,,,,00160,,CURE LABELLE,1,LORANGE,N,5,11,12,1,3,32,50,11,3,1,11,06,99,0,0,1,1,61,76,,,,,,,51,41,,,,,,,31,31,,,,,,
2012,2012-08-01,3:57,ME,3,0,0,1,1,2,O,37067,,,,,,VIVIER,1,STE MADELEINE,,,11,13,3,3,32,50,11,3,1,11,06,21,0,0,1,1,76,61,,,,,,,41,41,,,,,,,40,31,,,,,,
2012,2012-08-01,10:02,ME,3,0,0,1,1,2,O,81017,,,,,,BD CASINO,1,BD CARRIERE,O,2,13,11,1,3,32,50,11,1,1,11,06,21,0,0,1,1,61,76,,,,,,,43,41,,,,,,,45,45,,,,,,
2012,2012-08-01,11:36,ME,3,0,0,1,1,2,O,81017,,,,00499,,BD GREBER,1,BD GREBER ET BD ST RENE O,S,5,11,13,3,3,32,50,12,1,1,11,06,21,0,0,1,1,61,76,,,,,,,45,41,,,,,,,31,31,,,,,,
2012,2012-08-01,11:58,ME,3,0,0,1,1,2,O,58227,,,,,,KIMBER,1,BD GAREAU,,,11,14,2,2,32,50,11,1,1,11,06,26,0,0,1,1,61,76,,,,,,,41,44,,,,,,,34,34,,,,,,
2012,2012-08-01,14:41,ME,3,0,0,1,1,2,O,23027,,,,00128,,BERTRAND,,,N,,11,14,2,2,34,30,11,1,1,11,06,99,0,0,1,1,61,76,,,,,,,41,55,,,,,,,31,31,,,,,,
2012,2012-08-01,8:45,ME,3,0,0,1,1,2,O,62085,,,,00290,,CH BRASSARD,,,,,11,12,3,1,32,50,12,1,1,12,06,99,0,0,1,1,61,76,,,,,,,43,41,,,,,,,40,31,,,,,,
2012,2012-08-01,16:35,ME,3,0,0,1,1,2,O,99025,,,,00466,,4E RUE FACE,2,STIE STAT 466 3E RUE,,,11,14,2,3,33,50,11,1,1,11,06,21,0,0,1,1,61,76,,,,,,,45,41,,,,,,,31,31,,,,,,
2012,2012-08-01,10:46,ME,3,0,0,1,1,2,O,10043,,,,00265,,2E RUE E,,,E,100,11,14,2,2,34,50,11,1,1,11,06,21,0,0,1,1,61,76,,,,,,,57,41,,,,,,,31,31,,,,,,
2012,2012-08-02,8:39,JE,3,0,0,1,1,2,O,66023,,,,,,DE MAISONNEUVE,1,LAMBERT CLOSSE,S,,11,14,1,3,32,50,11,1,1,11,05,26,0,0,1,1,61,76,,,,,,,44,41,,,,,,,37,37,,,,,,
2012,2012-08-02,8:56,JE,2,0,1,0,1,2,,66025,,,,00811,,BD DE MAISONNEUVE O,2,PRES MC GILL COLLEGE,,,11,13,1,3,34,50,11,1,1,11,06,99,0,1,0,1,61,76,,,,,,,41,41,,,,,,,31,31,,,,,,
2012,2012-08-02,9:45,JE,3,0,0,1,1,2,O,66023,,,,,,ST URBAIN,1,PRESIDENT KENNEDY,N,5,14,13,2,3,32,50,11,1,1,11,06,35,0,0,1,1,71,76,,,,,,,41,55,,,,,,,33,33,,,,,,
2012,2012-08-02,18:45,JE,3,0,0,1,1,2,O,66023,,,,,,CHRISTOPHE COLOMB,1,HENRI GAUTHIER,,,11,13,3,2,32,50,11,1,1,11,05,21,0,0,1,1,61,76,,,,,,,47,41,,,,,,,34,37,,,,,,
2012,2012-08-02,16:49,JE,2,0,1,0,1,2,O,66023,,,,,,BELLEVILLE,1,PRIEUR,,,13,14,1,7,32,40,11,1,1,11,06,21,0,1,0,1,61,76,,,,,,,41,41,,,,,,,31,40,,,,,,
2012,2012-08-02,13:50,JE,3,0,0,1,1,2,O,23027,,,,,,QUATRE BOURGEOIS,1,BRET HENRI IV,,,11,11,4,3,32,50,11,1,1,11,06,21,0,0,1,1,68,76,,,,,,,99,41,,,,,,,40,31,,,,,,
2012,2012-08-03,20:45,VE,3,0,0,1,1,2,O,66130,,,,,,BD PIERREFONDS,1,LOUIS FRECHETTE,,,11,13,3,2,32,50,11,3,1,11,06,21,0,0,1,1,61,76,,,,,,,45,41,,,,,,,40,40,,,,,,
2012,2012-08-03,12:07,VE,2,0,1,0,1,2,O,66023,,,,06470,,SHERBROOKE,,,,,11,14,2,2,99,,11,1,1,11,06,99,0,1,0,1,76,61,,,,,,,99,41,,,,,,,99,99,,,,,,
2012,2012-08-03,12:05,VE,3,0,0,1,1,2,O,66023,,,,00020,,CH TOUR DE L ILE,,,,,13,19,1,7,33,,11,1,5,11,06,99,0,0,1,1,61,76,,,,,,,41,41,,,,,,,31,31,,,,,,
2012,2012-08-03,5:53,VE,3,0,0,1,1,3,O,66023,,,,,,STE CATHERINE,1,AYLWIN,S,2,11,14,2,2,32,,11,1,1,11,,39,0,0,1,1,61,61,76,,,,,,43,49,ND,,,,,,40,ND,ND,,,,,
2012,2012-08-03,17:30,VE,3,0,0,1,1,2,O,66023,,,,,,CHRISTOPHE COLOMB,,FLEURY,,,11,13,,2,32,50,11,1,1,11,05,26,0,0,1,1,61,76,,,,,,,44,41,,,,,,,33,33,,,,,,
2012,2012-08-03,12:45,VE,3,0,0,1,1,2,O,66023,,,,,,JEAN TALON E,1,16E AV,E,50,11,12,3,3,33,50,11,1,1,11,06,34,0,0,1,1,61,76,,,,,,,46,41,,,,,,,31,31,,,,,,
2012,2012-08-03,14:35,VE,3,0,0,1,1,2,O,66023,,,,,,ST ZOTIQUE,1,19E AV,,,11,13,2,2,32,50,11,1,1,11,06,21,0,0,1,1,61,76,,,,,,,41,41,,,,,,,40,31,,,,,,
2012,2012-08-03,11:45,VE,3,0,0,1,1,2,O,66023,,,,,,SHERBROOKE,1,ASSOMPTION,,,11,13,3,3,33,50,11,1,1,11,06,99,0,0,1,1,61,76,,,,,,,41,41,,,,,,,31,31,,,,,,
2012,2012-08-03,14:55,VE,3,0,0,1,1,2,O,65005,,,,00006,,BD SAMSON,1,AV CLEOPHAS CHARBONNEAU,E,6,11,13,5,3,32,50,11,1,1,11,06,99,0,0,1,1,61,76,,,,,,,ND,41,,,,,,,ND,37,,,,,,
2012,2012-08-03,10:45,VE,3,0,0,1,1,2,O,43027,,,,,,ANTOINE DORION,1,13E AV N,,,13,13,1,2,32,50,11,1,1,11,06,99,0,0,1,1,61,76,,,,,,,43,ND,,,,,,,40,ND,,,,,,
2012,2012-08-03,18:35,VE,3,0,0,1,1,2,O,57020,,,,,,BELLA VISTA,1,FRANCOIS MASSE,,,11,13,2,2,32,50,11,,1,11,06,28,0,0,1,1,76,61,,,,,,,41,43,,,,,,,40,40,,,,,,
2012,2012-08-03,10:45,VE,2,0,1,0,1,2,O,94068,,,,,,VIMY,1,ADAM,,,11,14,9,2,32,50,11,1,1,11,10,21,0,1,0,1,61,76,,,,,,,46,41,,,,,,,40,31,,,,,,
2012,2012-08-03,15:07,VE,3,0,0,1,1,2,O,75017,117,,S,00500,,DES LAURENTIDES,1,9E RUE,N,100,11,12,3,3,34,50,11,1,1,11,06,99,0,0,1,1,61,76,,,,,,,43,41,,,,,,,40,31,,,,,,
2012,2012-08-03,16:45,VE,3,0,0,1,1,2,O,75017,,,,,,116E AV,1,PISTE CYCLABLE TRAIN DU N,,,13,14,1,2,32,50,11,1,1,11,05,99,0,0,1,1,61,76,,,,,,,41,41,,,,,,,31,40,,,,,,
2012,2012-08-03,9:21,VE,3,0,0,1,1,2,O,72010,344,,,01200,,CH OKA,1,12E AV,,,24,12,2,1,32,30,11,1,1,11,06,26,0,0,1,1,61,76,,,,,,,44,41,,,,,,,31,31,,,,,,
2012,2012-08-03,17:15,VE,3,0,0,1,1,2,O,06013,132,,,,,BD PERRON,1,LANDRY,,,11,12,2,2,32,70,11,1,1,11,06,99,0,0,1,1,61,76,,,,,,,41,ND,,,,,,,31,ND,,,,,,
2012,2012-08-04,12:44,SA,3,0,0,1,1,2,,66023,,,,,,SHERBROOKE,1,UNIVERSITY,O,5,11,13,3,3,32,50,11,1,1,11,06,33,0,0,1,1,61,76,,,,,,,41,41,,,,,,,31,31,,,,,,
2012,2012-08-04,16:52,SA,3,0,0,1,1,2,O,64008,125,,,,,CHAPLEAU,1,ST PIERRE,,,11,12,2,3,32,50,11,1,1,11,06,28,0,0,1,1,76,61,,,,,,,41,43,,,,,,,40,40,,,,,,
2012,2012-08-04,14:00,SA,3,0,0,1,1,2,O,72005,,,,,,ST LAURENT,1,DORION,E,3,11,14,2,1,32,30,11,1,1,11,05,99,0,0,1,1,61,76,,,,,,,43,41,,,,,,,31,31,,,,,,
2012,2012-08-04,7:00,SA,3,0,0,1,1,2,O,34038,,,,00143,,ST JACQUES,,,,,11,15,2,5,34,80,11,1,1,11,06,33,0,0,1,1,61,76,,,,,,,41,41,,,,,,,31,31,,,,,,
2012,2012-08-05,18:55,DI,3,0,0,1,1,2,O,66023,,,,,,PEEL,1,ST ANTOINE,,,11,14,3,3,32,50,14,1,1,12,10,21,0,0,1,1,61,76,,,,,,,41,41,,,,,,,34,34,,,,,,
2012,2012-08-05,10:55,DI,3,0,0,1,1,2,O,66023,,,,,,ONTARIO,1,LORIMIER,,,11,13,3,3,32,50,14,1,1,12,06,21,0,0,1,1,61,76,,,,,,,41,41,,,,,,,33,33,,,,,,
2012,2012-08-05,17:15,DI,3,0,0,1,1,2,O,66023,,,,,,DE CASTELNEAU,1,ST DENIS,E,5,11,14,2,2,32,40,11,1,1,11,06,99,0,0,1,1,61,76,,,,,,,ND,41,,,,,,,34,34,,,,,,
2012,2012-08-05,21:30,DI,3,0,0,1,1,2,O,23027,,,,,,CANARDIERE,1,DE VITRE,,,11,13,2,2,32,50,14,3,1,12,06,99,0,0,1,1,61,76,,,,,,,44,41,,,,,,,31,40,,,,,,
2012,2012-08-05,14:02,DI,3,0,0,1,1,2,O,01023,199,,,00151,,RTE 199,,,,,13,12,2,2,34,70,11,1,1,11,07,28,0,0,1,1,61,76,,,,,,,43,41,,,,,,,31,31,,,,,,
2012,2012-08-06,8:00,LU,3,0,0,1,1,2,O,66023,,,,00953,,BASILE MOREAU,,,,,11,14,1,1,33,,11,1,1,11,06,99,0,0,1,1,61,76,,,,,,,51,ND,,,,,,,31,ND,,,,,,
2012,2012-08-06,20:22,LU,3,0,0,1,1,2,O,66023,,,,02120,,ONTARIO,,,,,11,12,3,3,34,50,11,1,1,11,06,99,0,0,1,1,61,76,,,,,,,49,41,,,,,,,31,31,,,,,,
2012,2012-08-06,9:10,LU,3,0,0,1,1,2,O,66023,,,,,,OUTREMONT,1,VAN HORNE,,,11,13,2,3,32,40,11,1,1,11,06,26,0,0,1,1,61,76,,,,,,,44,41,,,,,,,33,33,,,,,,
2012,2012-08-06,17:45,LU,3,0,0,1,1,2,O,66023,,,,10219,,ST LAURENT,,,,,11,13,3,3,34,50,11,1,1,11,06,99,0,0,1,1,61,76,,,,,,,51,41,,,,,,,31,31,,,,,,
2012,2012-08-06,9:00,LU,3,0,0,1,1,2,O,66023,,,,08282,,25E AV,,,O,,11,14,1,2,34,50,11,1,1,11,06,99,0,0,1,1,61,76,,,,,,,52,41,,,,,,,31,31,,,,,,
2012,2012-08-06,15:30,LU,3,0,0,1,1,2,O,65005,,,,00173,,DE GENTILLY,,,,,11,14,9,2,99,,11,1,1,11,06,21,0,0,1,1,61,76,,,,,,,52,41,,,,,,,31,31,,,,,,
2012,2012-08-06,17:50,LU,2,0,1,0,1,2,O,37067,,,,,,BARKOFF,1,DES ORMEAUX,,,11,13,3,2,32,50,11,1,1,11,06,21,0,1,0,1,76,61,,,,,,,41,41,,,,,,,40,40,,,,,,
2012,2012-08-06,19:21,LU,3,0,0,1,1,2,O,56083,,,,00327,,DES TRINITAIRES,,,N,,11,14,4,2,34,50,11,1,1,11,09,99,0,0,1,1,61,76,,,,,,,43,ND,,,,,,,ND,ND,,,,,,
2012,2012-08-06,20:36,LU,3,0,0,1,1,2,O,75017,,,,00955,,LABELLE,1,BELANGER,,,11,13,3,3,32,,11,1,1,11,02,99,0,0,1,1,71,76,,,,,,,41,42,,,,,,,34,34,,,,,,
2012,2012-08-06,19:30,LU,3,0,0,2,2,3,O,73010,,,,00350,,CURE LABELLE,1,FABIEN DRAPEAU ET CURE LABELLE,,,11,12,3,3,32,40,11,2,1,11,06,21,0,0,2,2,61,76,76,,,,,,41,41,ND,,,,,,33,33,ND,,,,,
2012,2012-08-06,18:12,LU,3,0,0,1,1,2,O,71083,,,,,,BD DE LA GARE,1,FORBES,,,11,19,3,3,32,50,11,1,1,11,06,21,0,0,1,1,61,76,,,,,,,41,41,,,,,,,37,33,,,,,,
2012,2012-08-06,6:38,LU,3,0,0,1,1,2,O,96020,138,,,00835,,BD LAFLECHE,,,,,11,12,5,3,34,50,12,1,1,11,02,99,0,0,1,1,61,76,,,,,,,45,41,,,,,,,31,31,,,,,,
2012,2012-08-07,16:21,MA,2,0,1,0,1,2,O,81017,,,,,,BD DES ALLUMETIERES,1,LAVAL,,,11,13,3,2,32,,12,1,1,11,06,99,0,1,0,1,76,61,,,,,,,41,41,,,,,,,38,37,,,,,,
2012,2012-08-07,16:01,MA,3,0,0,1,1,2,O,56083,,,,,,ST JACQUES,1,DU QUAI,S,5,14,13,2,3,32,50,11,1,1,11,06,99,0,0,1,1,61,76,,,,,,,41,ND,,,,,,,31,ND,,,,,,
2012,2012-08-07,14:51,MA,3,0,0,1,1,2,O,57005,,,,01505,,BOURGOGNE,2,PL DE LA MAIRIE,O,20,11,13,2,2,33,50,11,1,1,11,05,27,0,0,1,1,61,76,,,,,,,44,41,,,,,,,31,31,,,,,,
